Feature,Importance
POS_SK_DPD_MAX,0.0007331743606474043
ELEVATORS_MEDI,0.0007281757930508886
LIVINGAREA_MEDI,0.0007276893948281153
PREV_PRODUCT_COMBINATION_POSmobilewithinterest_MEAN,0.0007224769211240683
AMT_REQ_CREDIT_BUREAU_YEAR,0.0007079611786650923
PREV_AMT_DOWN_PAYMENT_MIN,0.0006985069869624356
PREV_CODE_REJECT_REASON_SCOFR_MEAN,0.0006975942213175051
APARTMENTS_MODE,0.0006766668646064194
LANDAREA_AVG,0.0006694324775347666
BASEMENTAREA_MEDI,0.0006685706719039956
PREV_PRODUCT_COMBINATION_POSmobilewithoutinterest_MEAN,0.0006615314058014913
NAME_HOUSING_TYPE_Rentedapartment,0.0006399971488811672
PREV_NAME_PORTFOLIO_XNA_MEAN,0.0006333541658153195
NAME_TYPE_SUITE_Family,0.0006145460134256766
PREV_NAME_GOODS_CATEGORY_ConsumerElectronics_MEAN,0.0006106854218262465
LIVINGAREA_AVG,0.0006011973122698623
NAME_EDUCATION_TYPE_Incompletehigher,0.0005552202110267995
APARTMENTS_MEDI,0.0005548639393398541
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,0.0005477485080361527
ORGANIZATION_TYPE_Kindergarten,0.0005456318104516046
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,0.0005242380388955157
PREV_NAME_SELLER_INDUSTRY_Consumerelectronics_MEAN,0.0005198027933497085
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,0.0005159366933098949
BURO_CREDIT_TYPE_Creditcard_MEAN,0.0005074418715458289
LIVE_CITY_NOT_WORK_CITY,0.0005017149071046894
FLAG_DOCUMENT_18,0.0004931972338369297
FLOORSMAX_MODE,0.0004591542801713514
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,0.00045529132166174957
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,0.00045483085473010563
PREV_AMT_GOODS_PRICE_MAX,0.00044881685472233576
APPROVED_HOUR_APPR_PROCESS_START_MIN,0.00044337333983778454
ACTIVE_CNT_CREDIT_PROLONG_SUM,0.0004200666176135659
TOTALAREA_MODE,0.00039662488976554135
PREV_AMT_APPLICATION_MIN,0.0003882823979947303
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,0.0003879417832599337
PREV_AMT_CREDIT_MEAN,0.00037495742526664686
PREV_NAME_GOODS_CATEGORY_AudioVideo_MEAN,0.0003539354284811751
AMT_REQ_CREDIT_BUREAU_MON,0.0003225824440495091
APPROVED_AMT_GOODS_PRICE_MIN,0.0003109239198731486
ORGANIZATION_TYPE_Government,0.0003087400270092796
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,0.0003006624461776664
